Id,Prediction
1,0.42048725
2,0.5664839
3,0.76568764
4,0.45482206
5,0.4975376
6,0.3588853
7,0.78543764
8,0.7440525
9,0.5842755
10,0.36866593
11,0.45167416
12,0.4906686
13,0.46677607
14,0.6889147
15,0.5460218
16,0.5245978
17,0.53426665
18,0.49626032
19,0.7723952
20,0.872078
21,0.55264705
22,0.52476937
23,0.88717085
24,0.5047094
25,0.5046695
26,0.4053907
27,0.55229926
28,0.8359684
29,0.48125982
30,0.7111923
31,0.72771406
32,0.41632962
33,0.70625746
34,0.7503842
35,0.6327072
36,0.5812495
37,0.36139992
38,0.7134235
39,0.64693594
40,0.5440036
41,0.41123804
42,0.4766856
43,0.7527113
44,0.780112
45,0.44344407
46,0.8280797
47,0.5819097
48,0.7822522
49,0.69582593
50,0.48230344
51,0.5109903
52,0.7838427
53,0.7737146
54,0.76266414
55,0.37641066
56,0.7050001
57,0.7726966
58,0.45887274
59,0.47817087
60,0.45984447
61,0.626383
62,0.71572554
63,0.8015657
64,0.6690888
65,0.44068965
66,0.6773722
67,0.76823616
68,0.47916988
69,0.4790276
70,0.48915952
71,0.72033155
72,0.40712914
73,0.4461558
74,0.68039113
75,0.79537034
76,0.39195663
77,0.81358516
78,0.452282
79,0.8565818
80,0.57562846
81,0.6539895
82,0.788296
83,0.4388126
84,0.7715582
85,0.6850326
86,0.7169969
87,0.6092212
88,0.92635494
89,0.5450193
90,0.72356653
91,0.41852316
92,0.36257356
93,0.7338935
94,0.688234
95,0.7223997
96,0.7643757
97,0.7037967
98,0.63033825
99,0.49856994
100,0.76153725
101,0.80987793
102,0.6715147
103,0.74427664
104,0.74116015
105,0.49521628
106,0.74274254
107,0.42588875
108,0.47453547
109,0.7977761
110,0.7257078
111,0.54034644
112,0.6038312
113,0.47357628
114,0.65571725
115,0.66751546
116,0.7826277
117,0.54424024
118,0.8071419
119,0.7088629
120,0.78625375
121,0.7884955
122,0.64439046
123,0.6820402
124,0.6935903
125,0.8021029
126,0.65760803
127,0.643138
128,0.7170386
129,0.68026614
130,0.6743192
131,0.4949384
132,0.42586422
133,0.5567079
134,0.5085564
135,0.75195724
136,0.651056
137,0.4683151
138,0.7796763
139,0.34174135
140,0.7839733
141,0.77764565
142,0.38031504
143,0.41599017
144,0.6575293
145,0.4430411
146,0.68012965
147,0.35867217
148,0.7122757
149,0.5206207
150,0.50846934
151,0.436105
152,0.4682732
153,0.7084629
154,0.74466085
155,0.7237487
156,0.47269475
157,0.5916575
158,0.7862686
159,0.49235448
160,0.78688896
161,0.8141619
162,0.49688214
163,0.860233
164,0.79526746
165,0.49493507
166,0.41398287
167,0.4878965
168,0.51757485
169,0.61243755
170,0.7567817
171,0.88195556
172,0.7133727
173,0.8002516
174,0.8489824
175,0.43734258
176,0.83108824
177,0.69140595
178,0.5354666
179,0.7022418
180,0.7006198
181,0.64038855
182,0.60762405
183,0.51554716
184,0.7219253
185,0.59768134
186,0.60072535
187,0.728818
188,0.5001673
189,0.53295743
190,0.67690384
191,0.71428585
192,0.70316994
193,0.6886681
194,0.4587795
195,0.49313506
196,0.87576187
197,0.706888
198,0.54876494
199,0.6209978
200,0.4811917
