Id,Prediction
1,0.0032189817
2,0.05438168
3,0.9982765
4,0.001768212
5,0.0171994
6,0.013132768
7,0.9932416
8,0.9998081
9,0.7973935
10,0.010356647
11,0.012826175
12,0.0030782146
13,0.062169224
14,0.99012196
15,0.059925742
16,0.0077863983
17,0.15813793
18,0.1045056
19,0.99302846
20,0.14626488
21,0.051889952
22,0.12691224
23,0.9999744
24,0.09647927
25,0.034669247
26,0.1475084
27,0.13205443
28,0.9999512
29,0.8872155
30,0.98055446
31,0.95834893
32,0.0015414181
33,0.9971912
34,0.999835
35,0.5707257
36,0.97396237
37,0.048149675
38,0.99751884
39,0.99711615
40,0.052940007
41,0.22644283
42,0.023348084
43,0.6918782
44,0.9948631
45,0.022357024
46,0.9958806
47,0.6439115
48,0.99788314
49,0.9991112
50,0.23447287
51,0.03330075
52,0.99855024
53,0.998283
54,0.9970693
55,0.30881348
56,0.98388296
57,0.9940055
58,0.036321264
59,0.06692656
60,0.8880034
61,0.9389914
62,0.998818
63,0.9925211
64,0.99791527
65,0.0042738817
66,0.29381675
67,0.99874085
68,0.011418721
69,0.018063223
70,0.022891087
71,0.96542317
72,0.14364167
73,0.2193642
74,0.9950288
75,0.99953073
76,0.005850315
77,0.9957696
78,0.019619111
79,0.99865216
80,0.14472498
81,0.99637055
82,0.999533
83,0.09775653
84,0.9987948
85,0.98967814
86,0.108293794
87,0.09403539
88,0.91526365
89,0.5482325
90,0.9967651
91,0.0070320168
92,0.055556815
93,0.9968794
94,0.9455203
95,0.99979115
96,0.9995108
97,0.99824303
98,0.9929938
99,0.001879302
100,0.9429865
101,0.9993974
102,0.67472297
103,0.9984857
104,0.9944688
105,0.68601686
106,0.95315653
107,0.28912246
108,0.46556607
109,0.9946184
110,0.99704057
111,0.11178675
112,0.9816205
113,0.025003131
114,0.9804327
115,0.99957114
116,0.99992734
117,0.036360905
118,0.9998829
119,0.994077
120,0.9995355
121,0.998002
122,0.068502754
123,0.9514169
124,0.76567596
125,0.9926686
126,0.9957979
127,0.004576898
128,0.98943824
129,0.9993697
130,0.91921556
131,0.03480374
132,0.02229771
133,0.022593891
134,0.75573015
135,0.25326547
136,0.22724323
137,0.014238668
138,0.9980887
139,0.0069513777
140,0.99996966
141,0.9997587
142,0.006233911
143,0.025635952
144,0.9511716
145,0.0064938175
146,0.99774957
147,0.0026063416
148,0.9957201
149,0.0714321
150,0.0483657
151,0.56906915
152,0.49127585
153,0.985145
154,0.9992166
155,0.9989392
156,0.030502858
157,0.18454193
158,0.70778006
159,0.0034550494
160,0.9991459
161,0.9206082
162,0.004568926
163,0.9995001
164,0.9818678
165,0.7728803
166,0.010790428
167,0.04433228
168,0.2519088
169,0.112878606
170,0.9669727
171,0.9886974
172,0.9907182
173,0.9976662
174,0.9992164
175,0.0145844
176,0.99630916
177,0.9845189
178,0.024870904
179,0.99292064
180,0.99621874
181,0.9047704
182,0.030465806
183,0.035555784
184,0.9667535
185,0.014935589
186,0.9456203
187,0.99923193
188,0.020780044
189,0.007354995
190,0.97697526
191,0.9962381
192,0.999353
193,0.9754463
194,0.03228104
195,0.013189985
196,0.9984162
197,0.009061737
198,0.0058046887
199,0.22896312
200,0.110654205
